feature,sd15_coef,amused_coef,sd15_abs_rank,amused_abs_rank,family,sd15_sign,amused_sign,sign_agree,min_abs_rank
rich_guidance_t2_absmean,-0.0066905835520953295,-0.018019293262735405,580,362,rich_guidance_moments,-1,-1,True,362
rich_cond_uncond_normratio_early,0.02691316426412458,0.009211976822145236,362,507,rich_alignment,1,1,True,362
rich_uncond_dz_align_early,-0.026746586666116654,0.008719070155538923,363,515,rich_alignment,-1,1,False,363
rich_uncond_dz_align_t2,-0.011735650140997528,0.0179653396504168,520,363,rich_alignment,-1,1,False,363
rich_latent_path_straightness,0.0034744636780077876,0.017558892494515973,620,364,rich_latent_geometry,1,1,True,364
rich_latent_accel_slope,0.006534889064113379,-0.017379363416595402,585,367,rich_latent_geometry,1,-1,False,367
rich_score_t3_channel_ratio,0.026458255596401577,-0.016525111965666885,368,385,rich_score_spatial,1,-1,False,368
rich_guidance_t5_rms,0.017989555288949216,0.01737282344934351,443,368,rich_guidance_moments,1,1,True,368
guidance_t5,0.017987399808236253,0.017372129576319978,444,369,legacy_guidance,1,1,True,369
rich_score_t5_skew,-0.007303382940156922,0.017201524296448743,577,371,rich_score_moments,-1,1,False,371
endpoint_skew,0.025580332746908303,-0.003693532697372626,371,603,endpoint,1,-1,False,371
rich_score_t1_q95,0.011415360515012022,0.017129193594238135,525,372,rich_score_moments,1,1,True,372
rich_guidance_t5_skew,0.025537414156312454,-0.004287087597369226,373,592,rich_guidance_moments,1,-1,False,373
rich_latent_t5_q95,-0.00516233767650719,-0.017040909590400298,602,374,rich_latent_typicality,-1,-1,True,374
rich_score_t2_absmean,-0.0020119094014132257,0.017003607412354464,637,375,rich_score_moments,-1,1,False,375
rich_score_t0_q95,-0.012435985252433335,0.016997079341146217,510,376,rich_score_moments,-1,1,False,376
rich_guidance_cond_align_early,0.024907829000286354,0.008076612708645408,380,528,rich_alignment,1,1,True,380
rich_latent_step_min,-0.011068773096140508,0.016431624436370307,533,387,rich_latent_geometry,-1,1,False,387
rich_latent_step_t0,-0.011068773096140508,0.016431624436370307,533,387,rich_latent_geometry,-1,1,False,387
rich_latent_t5_q05,0.02401172515159952,0.00042977496110913505,388,645,rich_latent_typicality,1,1,True,388
rich_latent_t5_var,0.023952632933745745,-0.014390997624685606,389,414,rich_latent_typicality,1,-1,False,389
rich_latent_t2_q25,-0.022138079082997385,0.016268355744860998,412,389,rich_latent_typicality,-1,1,False,389
rich_score_t2_q95,0.0064159124873453596,0.01619173312013164,586,390,rich_score_moments,1,1,True,390
eps_t0,-0.009696915441132678,0.016127359500205333,548,391,legacy_noise,-1,1,False,391
eps_min,-0.009696915441132678,0.016127359500205333,548,391,legacy_noise,-1,1,False,391
rich_guidance_cond_align_max,-0.02338928831706376,0.009132663703526953,391,509,rich_alignment,-1,1,False,391
rich_score_first_last_cos,-0.023366419097542813,-0.005400890847629293,392,567,rich_score_dynamics,-1,-1,True,392
rich_score_crosscos_0_5,-0.023366419097542813,-0.005400890847629293,392,567,rich_crosstime,-1,-1,True,392
rich_score_norm_min,-0.009696911742680923,0.01612735088648471,550,393,rich_score_dynamics,-1,1,False,393
rich_score_t0_rms,-0.009696911742680923,0.01612735088648471,550,393,rich_score_moments,-1,1,False,393
rich_score_norm_t0,-0.009696911742680923,0.01612735088648471,550,393,rich_score_dynamics,-1,1,False,393
rich_latent_t4_extreme3,0.01934672830967411,0.015576990833161405,430,396,rich_latent_typicality,1,1,True,396
rich_cond_uncond_normratio_auc,-0.012549848249512226,-0.015509553621206386,509,397,rich_alignment,-1,-1,True,397
rich_latent_turn_cos_auc,0.023212103367005316,0.013164062732400986,398,440,rich_latent_geometry,1,1,True,398
rich_cond_dz_align_t2,-0.020875641232012566,0.015316724628360952,420,398,rich_alignment,-1,1,False,398
rich_latent_t2_absmean,-0.018670873465514805,0.015201249628266893,438,401,rich_latent_typicality,-1,1,False,401
rich_score_t0_var,0.0087249108749718,0.015087180278026684,567,402,rich_score_moments,1,1,True,402
rich_latent_t1_q95,-0.0228711117563568,-0.01093601632616479,403,479,rich_latent_typicality,-1,-1,True,403
rich_latent_t5_extreme3,0.022659666414763163,0.0020726880669451916,405,629,rich_latent_typicality,1,1,True,405
rich_guidance_t3_q95,0.022182093881744948,-0.014651284095289565,410,406,rich_guidance_moments,1,-1,False,406
rich_score_t3_absmean,-0.002146491069175661,-0.014648782894545883,636,407,rich_score_moments,-1,-1,True,407
rich_guidance_cond_align_mean,-0.02245710537346621,0.0057366152720779,407,564,rich_alignment,-1,1,False,407
rich_cond_dz_orthfrac_t3,-0.022417493135506852,0.007603516524928391,408,534,rich_alignment,-1,1,False,408
rich_latent_t0_q95,-0.022224081401087167,-0.010719106502022208,409,480,rich_latent_typicality,-1,-1,True,409
rich_score_crosscos_1_2,0.012686846874480793,0.014411987839108378,502,412,rich_crosstime,1,1,True,412
rich_score_consecutive_cos_t1,0.012686846874480793,0.014411987839108378,502,412,rich_score_dynamics,1,1,True,412
rich_guidance_t2_skew,-0.022114127881182638,-0.00961096769680319,413,499,rich_guidance_moments,-1,-1,True,413
rich_cond_dz_align_middle,-0.021386943343060006,0.004620711086910776,416,586,rich_alignment,-1,1,False,416
rich_guidance_t2_q95,0.009567908965338118,-0.014253807783181149,555,416,rich_guidance_moments,1,-1,False,416
rich_cond_dz_align_t3,-0.021314373212281836,-0.0038534611349993033,417,600,rich_alignment,-1,-1,True,417
rich_score_relchange_t1,-0.020933680370533274,-0.008623965177083928,419,518,rich_score_dynamics,-1,-1,True,419
rich_guidance_t3_q05,-0.012779767538721985,0.014129319606399265,500,419,rich_guidance_moments,-1,1,False,419
rich_guidance_dz_align_t5,0.019064516092153993,-0.014124407639938543,432,420,rich_alignment,1,-1,False,420
rich_latent_t5_rms,0.020643134995117423,-0.014052411524748797,422,422,rich_latent_typicality,1,-1,False,422
rich_score_angle_t1,-0.020092373864059702,-0.013425347832587305,424,433,rich_score_dynamics,-1,-1,True,424
rich_latent_turn_angle_auc,-0.011054388403889594,-0.013898355531910208,535,424,rich_latent_geometry,-1,-1,True,424
rich_guidance_cond_align_t1,-0.02000407799717323,-0.013705245496122407,425,428,rich_alignment,-1,-1,True,425
rich_score_crosscos_0_2,-0.00819090795654668,-0.013844120808140343,569,427,rich_crosstime,-1,-1,True,427
rich_cond_uncond_normratio_middle,0.019455476015250037,-0.012326790789434853,428,452,rich_alignment,1,-1,False,428
rich_cond_uncond_cos_t3,0.019390845007604463,0.007907450560814266,429,530,rich_alignment,1,1,True,429
rich_guidance_dz_align_slope,-0.01819226373748869,-0.013565771744469204,442,430,rich_alignment,-1,-1,True,430
rich_guidance_t4_absmean,0.009913074386015644,0.01346152935965216,546,431,rich_guidance_moments,1,1,True,431
rich_dz_crosscos_3_5,-0.019299745439395936,0.011677039003880745,431,469,rich_crosstime,-1,1,False,431
rich_guidance_t4_nearzero,0.01898701019264012,0.0029886568142172398,433,615,rich_guidance_moments,1,1,True,433
rich_guidance_t3_var,-0.018812106520860124,-0.006009889804399828,435,563,rich_guidance_moments,-1,-1,True,435
eps_mean,-0.018720843430388337,0.011761769190022425,436,467,legacy_noise,-1,1,False,436
rich_score_t2_nearzero,-0.0065562841571085925,0.01326663452447813,583,437,rich_score_moments,-1,1,False,437
rich_score_norm_mean,-0.01872081068539289,0.011761801661453845,437,466,rich_score_dynamics,-1,1,False,437
guidance_t2,-0.018548318632812876,-0.0069037155323758495,439,548,legacy_guidance,-1,-1,True,439
rich_guidance_t2_rms,-0.018548111787199013,-0.00690412852478027,440,547,rich_guidance_moments,-1,-1,True,440
rich_score_t2_maxabs,-0.018483398295658888,0.011080295008042017,441,474,rich_score_moments,-1,1,False,441
rich_guidance_cond_align_t5,0.0005586675558657321,-0.01294482311553951,648,443,rich_alignment,1,-1,False,443
rich_latent_t4_absmean,0.01757225120618464,-0.011685113793883543,446,468,rich_latent_typicality,1,-1,False,446
rich_cond_uncond_normratio_mean,-0.008955237916290982,-0.01271800922999968,561,449,rich_alignment,-1,-1,True,449
rich_cond_dz_align_early,-0.017392930948607777,0.004699693872568256,450,584,rich_alignment,-1,1,False,450
rich_guidance_t4_q25,-0.005454014992337323,0.01251414391791293,598,451,rich_guidance_moments,-1,1,False,451
rich_score_t4_nearzero,-0.017322726682563103,0.0027134720903502652,451,621,rich_score_moments,-1,1,False,451
rich_latent_turn_angle_t2,-0.01727934068817785,-0.007342546199371281,452,539,rich_latent_geometry,-1,-1,True,452
rich_score_norm_auc,-0.016249618028678848,0.01228403444312232,465,453,rich_score_dynamics,-1,1,False,453
rich_guidance_dz_orthfrac_middle,0.017068783026119392,0.008417391940514189,453,521,rich_alignment,1,1,True,453
eps_auc,-0.01624965811918741,0.012283999918368744,464,454,legacy_noise,-1,1,False,454
rich_guidance_t1_var,0.01674422720080975,-0.003950607499174322,463,595,rich_guidance_moments,1,-1,False,463
rich_score_t0_channel_ratio,0.012123666525491286,0.011870645708129403,514,464,rich_score_spatial,1,1,True,464
rich_latent_t5_maxabs,0.010756182276359298,0.01184002713398352,539,465,rich_latent_typicality,1,1,True,465
eps_t3,-0.016156179490735847,0.002906484874696294,468,618,legacy_noise,-1,1,False,468
rich_score_norm_t3,-0.01615606270605075,0.0029064817421236054,469,619,rich_score_dynamics,-1,1,False,469
rich_score_t3_rms,-0.01615606270605075,0.0029064817421236054,469,619,rich_score_moments,-1,1,False,469
rich_latent_turn_cos_t2,0.015883072625798907,0.005244757530815358,472,572,rich_latent_geometry,1,1,True,472
rich_dz_crosscos_2_3,0.015883072625798907,0.005244757530815358,472,572,rich_crosstime,1,1,True,472
rich_guidance_t2_q05,0.011271588393909095,0.011012378976913536,527,477,rich_guidance_moments,1,1,True,477
rich_guidance_t1_rms,0.015078960010511726,0.002675907888814532,478,623,rich_guidance_moments,1,1,True,478
guidance_t1,0.015078367178225987,0.0026762083398871274,479,622,legacy_guidance,1,1,True,479
rich_latent_accel_t1,-0.011544830881613182,0.010697024933669036,522,483,rich_latent_geometry,-1,1,False,483
rich_guidance_t4_q75,0.014429380310217694,-0.005127273491078741,484,577,rich_guidance_moments,1,-1,False,484
rich_cond_uncond_cos_auc,0.014382318168539762,0.006342118325290286,485,556,rich_alignment,1,1,True,485
rich_latent_t1_q25,-0.014355975675065719,0.0016446348898396016,486,632,rich_latent_typicality,-1,1,False,486
rich_guidance_t5_var,-0.014353475898599094,0.004007991636224627,487,593,rich_guidance_moments,-1,1,False,487
rich_guidance_dz_orthfrac_std,-0.01426571011720927,-0.005161534860612035,488,576,rich_alignment,-1,-1,True,488
rich_cond_dz_orthfrac_t2,-0.003459160546645418,-0.010416145482520966,621,488,rich_alignment,-1,-1,True,488
rich_guidance_dz_align_std,-0.013128495938302747,-0.009970674143224152,498,492,rich_alignment,-1,-1,True,492
rich_latent_turn_cos_mean,0.013641180409112592,0.007926453677012817,493,529,rich_latent_geometry,1,1,True,493
guidance_t3,-0.0039587012979874,-0.009751726044686607,612,493,legacy_guidance,-1,-1,True,493
rich_guidance_t3_rms,-0.003962001147973965,-0.009751322695909951,611,494,rich_guidance_moments,-1,-1,True,494
rich_latent_t0_q25,-0.013634591242336456,0.0021187302383907126,494,628,rich_latent_typicality,-1,1,False,494
rich_score_t2_q25,-0.01331016492925417,-0.0003983034991181214,495,646,rich_score_moments,-1,-1,True,495
rich_guidance_cond_align_middle,-0.012952753031492778,0.00726461893388609,499,542,rich_alignment,-1,1,False,499
rich_latent_t1_kurtosis,-0.007389218505509919,0.009362701094054893,576,503,rich_latent_typicality,-1,1,False,503
rich_latent_t0_kurtosis,-0.007561392978514604,0.009319164785081558,573,504,rich_latent_typicality,-1,1,False,504
guidance_middle,-0.011470172323133585,-0.009279469599554675,524,505,legacy_guidance,-1,-1,True,505
rich_score_crosscos_2_3,0.012573648666807491,-0.008367636855548092,507,522,rich_crosstime,1,-1,False,507
rich_score_consecutive_cos_t2,0.012573648666807491,-0.008367636855548092,507,522,rich_score_dynamics,1,-1,False,507
rich_uncond_dz_align_t3,-0.012353461591711907,-0.004900757700699616,512,581,rich_alignment,-1,-1,True,512
rich_uncond_dz_align_middle,-0.01226447426335974,0.00524785447064616,513,571,rich_alignment,-1,1,False,513
rich_score_crosscos_0_4,-0.012087784592910914,0.0005603032275523197,517,639,rich_crosstime,-1,1,False,517
rich_cond_dz_orthfrac_middle,-0.012053492679070047,-0.002530535791685278,518,624,rich_alignment,-1,-1,True,518
rich_uncond_dz_align_t1,-0.011994886398483758,0.006533207097426175,519,555,rich_alignment,-1,1,False,519
rich_score_t3_fft_entropy,-0.011533715415226306,-0.003906307295840061,523,598,rich_score_fft,-1,-1,True,523
rich_cond_uncond_cos_t1,0.0014569029247014796,0.008366345322082202,639,524,rich_alignment,1,1,True,524
rich_cond_uncond_normratio_std,0.011151557103519213,0.008354467405715198,531,525,rich_alignment,1,1,True,525
guidance_mean,0.009673158272973485,0.007699959815288594,553,532,legacy_guidance,1,1,True,532
rich_latent_turn_angle_mean,0.0009612537785488821,-0.0074983265481321625,642,537,rich_latent_geometry,1,-1,False,537
rich_latent_cumulative_turn,0.0009612537785490321,-0.007498326548132155,641,538,rich_latent_geometry,1,-1,False,538
rich_score_t3_var,-0.010566971174405157,0.0022116176060149838,541,627,rich_score_moments,-1,1,False,541
rich_cond_uncond_cos_t5,0.010329966803501086,-0.004756041779378092,542,583,rich_alignment,1,-1,False,542
rich_cond_dz_align_t1,-0.01000176835824042,0.003105438779735838,545,612,rich_alignment,-1,1,False,545
rich_dz_crosscos_2_4,0.009755885000018848,0.006216053201511546,547,557,rich_crosstime,1,1,True,547
rich_score_crosscos_0_3,0.0026564406741401954,-0.006746162297983286,629,552,rich_crosstime,1,-1,False,552
rich_cond_dz_orthfrac_early,0.009427978839383986,-0.0011856202397308208,558,636,rich_alignment,1,-1,False,558
rich_latent_t3_absmean,-0.004693455126848779,0.006167718989244824,605,560,rich_latent_typicality,-1,1,False,560
rich_guidance_dz_orthfrac_min,0.005789816256635304,0.006117837785577333,595,561,rich_alignment,1,1,True,561
rich_cond_uncond_cos_mean,0.003283040267524143,0.00610810374218868,622,562,rich_alignment,1,1,True,562
rich_score_t3_q75,0.008325488064014407,-0.005235453300574215,568,574,rich_score_moments,1,-1,False,568
guidance_auc,0.005452221589021381,0.005320176823692235,599,570,legacy_guidance,1,1,True,570
rich_cond_dz_orthfrac_mean,0.007637851683851162,0.003863479167344141,572,599,rich_alignment,1,1,True,572
rich_latent_t3_q95,-0.004172139672928742,-0.004815921749113932,609,582,rich_latent_typicality,-1,-1,True,582
rich_score_t2_skew,0.006281808961940158,0.0029926345074877004,588,614,rich_score_moments,1,1,True,588
rich_score_crosscos_2_4,-0.006079105715150311,-0.002969422385476512,594,616,rich_crosstime,-1,-1,True,594
rich_cond_dz_orthfrac_t1,-0.00555910686658285,0.0024974268398370854,596,626,rich_alignment,-1,1,False,596
rich_cond_dz_orthfrac_auc,0.0005919060543072243,0.003735871473843539,647,602,rich_alignment,1,1,True,602
rich_score_angle_std,-0.004366073585565952,0.0004786242695781011,607,641,rich_score_dynamics,-1,1,False,607
guidance_max,0.0009226311702850961,0.001654252800320429,645,631,legacy_guidance,1,1,True,631
